texto,objeto_contrato,valor_contrato,multi_anchor_id_ato,multi_anchor_id_dodf,pdf_gold
"EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 33/2021
Processo: 04012-00004557/2020-66. Partes: SECRETARIA DE ESTADO DE TRABALHO/SETRAB-DF X SATÉLITE COMÉRCIO E REPRESENTAÇÕES LTDA. - ME (CONTRATO SIGGO nº 045505). Objeto: aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 43/2021 (SEI   75932496), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75860314). Unidade Orçamentária: 25101. Programa de Trabalho:  11.333.6207.2668.0007. Natureza da Despesa: 33.90.32. Fonte de Recurso: 100. Nota de Empenho nº 2021NE00674, no valor inicial de R$ 17.400,00 (dezessete mil e quatrocentos reais), emitida em 23/12/2021, sob o Evento: 400091 (Empenho da Despesa), na Modalidade: Estimativo. Valor do Contrato: R$ 58.000,00 (cinquenta e oito mil reais). Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinatura: 24/12/2021. Assinantes: Pela SETRAB: THALES MENDES FERREIRA. Pela SATÉLITE COMÉRCIO: ROMEU DE AMORIM.","aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 43/2021 (SEI   75932496), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75860314)","58.000,00",631-R177,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE AQUISIÇÃO DE BENS Nº 34/2021
Processo: 04012-00004557/2020-66. Partes: SECRETARIA DE ESTADO DE TRABALHO/SETRAB-DF X NEXT SOLUCOES INTEGRADAS LTDA (CONTRATO SIGGO nº 045506). Objeto: aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 44/2021 (SEI   75935023), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75864959). Unidade Orçamentária: 25101. Programa de Trabalho:  11.333.6207.2668.0007. Natureza da Despesa: 33.90.32. Fonte de Recurso: 100. Nota de Empenho nº 2021NE00675, no valor inicial de R$ 39.000,00 (trinta e nove mil reais), emitida em 23/12/2021, sob o Evento: 400091 (Empenho da Despesa), na Modalidade: Estimativo. Valor do Contrato: R$ 260.000,00 (duzentos e sessenta mil reais). Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinatura: 24/12/2021. Assinantes: Pela SETRAB: THALES MENDES FERREIRA. Pela NEXT SOLUCOES: FRANKLIN PATRICK VIEIRA FRANCA.","aquisição de equipamentos de proteção individual e outros utensílios para Trabalhadores Ciclistas  de Aplicativos de Entregas, como   Camisa de Manga Longa, colete com faixas refletivas,  Farol para bicicletas, tranca para Bicicleta com segredo, Capacete para ciclistas, Campainha para bicicletas, Sinalização noturna, espelho retrovisor do lado esquerdo, bateria externa para celular, kit reparo para pneus, bolsa porta celular para bicicleta  e Luvas de Ciclismo, a fim de atender às necessidades mínimas de segurança desses profissionais em consonância com  a Lei nº 9.503, de 23 de setembro de 1997, bem como o planejamento estratégico da Secretaria de Estado de Trabalho do Distrito Federal, consoante especifica o Edital de Licitação- P.E de SRP nº 21/2021 (74727081), a da Ata de Registro de Preços nº 44/2021 (SEI   75935023), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75864959)","260.000,00",631-R178,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 35/2021 (*)
Processo: 04012-00003310/2021-11. Partes: SECRETARIA DE ESTADO DE TRABALHO/SETRAB-DF X  SATÉLITE COMÉRCIO E REPRESENTAÇÕES LTDA - ME (CONTRATO SIGGO nº 045449). Objeto: locação de máquinas e equipamentos destinados ao Programa RENOVA DF da Secretaria de Estado de Trabalho do Distrito Federal, em especial às demandas dos alunos dos cursos de qualificação social e profissional no período de 12 meses, consoante especifica o Edital de Licitação Eletrônica - P.E de SRP nº 23/2021 (74799806), a Ata de Registro de Preços nº 37/2021 (SEI   75886402), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75737298). Unidade Orçamentária: 25101. Programa de Trabalho:  11.333.6207.2900.0017. Natureza da Despesa: 33.90.39. Fonte de Recurso: 100. Nota de Empenho nº 2021NE00659, no valor inicial de R$ 101.320,00 (cento e um mil trezentos e vinte reais), emitida em 16/12/2021, sob o Evento: 400091 (Empenho da Despesa), na Modalidade: Global. Valor do Contrato: R$ 1.215.840,00 (um milhão, duzentos e quinze mil oitocentos e quarenta reais). Vigência: 12 (doze) meses a contar da data de sua assinatura. Assinatura: 20/12/2021. Assinantes: Pela SETRAB: THALES MENDES FERREIRA. Pela  SATÉLITE COMÉRCIO E REPRESENTAÇÕES: ROMEU DE AMORIM.

___________________

(*) Republicado por ter sido encaminhado com incorreção no original, publicado no DODF nº 237, de 21 de dezembro de 2021, página 98.","locação de máquinas e equipamentos destinados ao Programa RENOVA DF da Secretaria de Estado de Trabalho do Distrito Federal, em especial às demandas dos alunos dos cursos de qualificação social e profissional no período de 12 meses, consoante especifica o Edital de Licitação Eletrônica - P.E de SRP nº 23/2021 (74799806), a Ata de Registro de Preços nº 37/2021 (SEI   75886402), o Termo de Referência - Anexo I do edital (74727081) e a Proposta (75737298)","1.215.840,00",631-R179,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE CREDENCIAMENTO Nº 115/2021
PRESTAÇÃO DE SERVIÇOS

Processo: 00053-00165435/2021-71. Partes: CBMDF X CENTRO DE EXCELÊNCIA MULTIDISCIPLINAR EM DOENÇAS CRÔNICAS LTDA, CNPJ nº 32.803.527/0001-40. Objeto: prestação de serviços de fisioterapia, conforme item 4 do Projeto Básico, subitem 4.11, anexo I do Edital de Credenciamento nº 01/2018. UO: 73901. PT: 89304. ND: 339039. FR: 151 (FCDF). O empenho inicial é de R$ 1,00 (Um real), conforme Nota de Empenho nº 588/2021, emitida em 30/12/2021, na modalidade ESTIMATIVA. Vigência de 60 (sessenta) meses, a contar da data de assinatura. Fundamento Legal: Inexigibilidade de Licitação nº 125/2021. Assinatura: 12/01/2022. Signatários: Pelo Contratante: Ten-Cel. QOBM/Comb. HELIO PEREIRA LIMA, Diretor de Contratações e Aquisições; pela Contratada: THAÍS BRANQUINHO DE ARAÚJO, na qualidade de Representante Legal.","prestação de serviços de fisioterapia, conforme item 4 do Projeto Básico, subitem 4.11, anexo I do Edital de Credenciamento nº 01/2018","1,00",631-R18,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO DE PRESTAÇÃO DE SERVIÇOS Nº 36/2021, NOS TERMOS DO PADRÃO Nº 01/2002, APROVADA PELO DECRETO/DF Nº 23.287/2002
Processo: 00050-00005710/2021-82, SIGGO Nº 043906. Das Partes: o DISTRITO FEDERAL, por meio do SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL e a empresa DALFIORE COMÉRCIO E INDÚSTRIA EIRELI, inscrita no Cadastro Nacional de Pessoas Jurídicas da Receita Federal sob o nº 29.419.258/0001-09. Do Objeto: confecção, montagem e instalação de material de comunicação visual, conforme especifica o Edital de Licitação do Pregão nº 49/2020-SSP/DF e Ata de Registro de Preços nº 27/2020-SSP/DF. Do valor: R$ 180.020,00 (cento e oitenta mil vinte reais). Evento: nº 400091. Modalidade: Estimativo. Unidade Orçamentária: 24101. Programa de Trabalho: 06.181.6217.4031.0012. Natureza da Despesa: 33.90.39. Fonte de Recurso: 100. Unidade Gestora: 24.101. Gestão: 00001. Nota de Empenho: 2021NE00591. Da vigência: 120 (cento e vinte) dias, a partir da data de sua assinatura. Data da assinatura: 26/08/2021. Signatários: pelo Distrito Federal: AGNALDO MENDONÇA ALVES, Secretário Executivo de Gestão Integrada, da Secretaria de Estado de Segurança Pública do Distrito Federal; pela Contratada: PABLO MARINS DALFIOR, Representante Legal.","confecção, montagem e instalação de material de comunicação visual, conforme especifica o Edital de Licitação do Pregão nº 49/2020-SSP/DF e Ata de Registro de Preços nº 27/2020-SSP/DF","180.020,00",631-R180,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42614/2020
Processo: 04001-0000000023/2021-15 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CENTRO DE INVESTIGAÇÃO CARDIOLÓGICA LTDA na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 212.514,43 (duzentos e doze mil e quinhentos e quatorze reais e quarenta e três centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0346, DATADO DE: 28/09/2021, VALOR DO EMPENHO: R$ 212.514,43 (duzentos e doze mil e quinhentos e quatorze reais e quarenta e três centavos). DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 14/12/2020. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: TEREZA CRISTINA BARRETO BAETA, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","212.514,43",631-R19,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42901/2021
Processo: 04001-0000000087/2021-16 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, OFTALMORAD SERVIÇOS MÉDICOS SS LTDA na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 309,48 (trezentos e nove reais e quarenta e oito centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0396, DATADO DE: 05/10/2021, VALOR DO EMPENHO: R$ 309,48 (trezentos e nove reais e quarenta e oito centavos).DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 01/02/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: FLAVIO HALISSON DE ANDRADE CHAVES, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","309,48",631-R20,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 42908/2021
Processo: 04001-0000000111/2021-17 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CENTRO DA VISÃO OFTALMOLOGIA LTDA na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 572,10 (quinhentos e setenta e dois reais e dez centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0399, DATADO DE: 05/10/2021, VALOR DO EMPENHO: R$ 572,10 (quinhentos e setenta e dois reais e dez centavos).DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 09/02/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: SEBASTIÃO GABRIEL SAYAGO DE LAET JUNIOR, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","572,10",631-R21,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 43304/2021
Processo: 04001-0000000209/2021-66 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CLÍNICA DE FISIOTERAPIA LEVITAR LTDA na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 1.817,48 (hum mil e oitocentos e dezessete reais e quarenta e oito centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0387, DATADO DE: 04/10/2021, VALOR DO EMPENHO: R$ 1.817,48 (hum mil e oitocentos e dezessete reais e quarenta e oito centavos).DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 23/02/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: MIRIA ANTONY FIGUEIREDO, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","1.817,48",631-R22,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 43722/2021
Processo: 04001-0000000271/2021-58 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, CLÍNICA CONSOLIDAÇÃO, TRAUMOLOGIA E ORTOPEDIA LTDA na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 190,70 (cento e noventa reais e setenta centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0395, DATADO DE: 05/10/2021, VALOR DO EMPENHO: R$ 190,70 (cento e noventa reais e setenta centavos).DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 22/04/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: BRUNO ANDRÉ OLIVEIRA DE SOUZA, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","190,70",631-R23,631,DODF 011 17-01-2022 INTEGRA.pdf
"EXTRATO DO CONTRATO Nº 43724/2021
Processo: 04001-0000000267/2021-90 - DAS PARTES: INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS na qualidade de CONTRATANTE, LABORATÓRIO DE PAT. E PREV. DE CÂNCER LTDA. na qualidade de CONTRATADA. DO OBJETO: CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO. DO VALOR: R$ 13.507,19 (treze mil e quinhentos e sete reais e dezenove centavos) e correrá à conta de dotações orçamentárias consignadas no orçamento corrente - Lei Orçamentária Anual. DA DOTAÇÃO ORÇAMENTÁRIA: A despesa correrá à conta da seguinte Dotação Orçamentária: DOTAÇÃO ORÇAMENTÁRIA: UO:19212; PROGRAMA DE TRABALHO: 10122620361957, FONTE DE RECURSO: 220000000; UG: 140202; GESTÃO: 14202; EMPENHO 2021NE0/0392, DATADO DE: 04/10/2021, VALOR DO EMPENHO: R$ 13.507,19 (treze mil e quinhentos e sete reais e dezenove centavos).DO PRAZO EXECUÇÃO/VIGÊNCIA: 12(doze) mês(es) consecutivos e 12 (doze) mês(es) consecutivos, respectivamente. Observado o disposto no art. 57 da Lei nº 8666/93. DA ASSINATURA: 19/04/2021. DOS SIGNATÁRIOS: Pela INSTITUTO DE ASSIST. À SAÚDE DOS SERV. DO DF-INAS: NEY FERRAZ JUNIOR - Presidente Interino e pela CONTRATADA: FRANCISCO ANTÔNIO DE MORAES NETO, na qualidade de Representante da Empresa.","CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","13.507,19",631-R25,631,DODF 011 17-01-2022 INTEGRA.pdf
